IPR	description	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
IPR002838	Mitochondrial biogenesis protein AIM24	1554	1242	2119	689	177	230	1090	338	727	740	662	801	799	841	2429	2436	2315	2827	2952	2917	1457	2741	3377
IPR002840	Domain of unknown function DUF126	130	189	330	270	45	26	182	82	147	110	120	296	286	309	129	150	141	161	159	172	244	693	571
IPR002842	ATPase, V1/A1 complex, subunit E	0	0	0	0	0	3	2	0	46	40	53	7	10	4	25	30	27	15	19	13	2	8	15
IPR002843	ATPase, V0 complex,  c/d subunit	0	0	0	0	1	4	7	20	77	70	63	14	29	25	63	48	46	50	44	45	2	11	17
IPR002844	Methylene-5,6,7,8-tetrahydromethanopterin dehydrogenase	0	0	0	0	0	0	8	2	3	1	4	6	3	5	3	1	2	3	6	0	8	7	22
IPR002845	tRNA ribose 2'-O-methyltransferase, aTrm56	0	0	0	0	0	1	1	3	0	7	2	2	3	0	90	105	86	33	22	15	5	3	29
IPR002846	Domain of unknown function DUF128	0	0	0	0	0	0	5	2	9	6	10	16	18	12	2	1	2	25	17	22	7	4	27
IPR002847	Coenzyme F420:L-glutamate ligase-like domain	5	13	21	0	123	193	747	212	215	210	214	522	550	514	470	454	433	318	244	258	253	524	541
IPR002848	Translin	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	4	8	10	9	4	0	1	2
IPR002849	Protein of unknown function DUF131	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	2	2	1	0	1	3
IPR002850	PIN family, putative toxin-antitoxin system toxin component	3	5	9	8	59	52	273	97	68	62	59	199	209	198	281	228	247	218	239	270	69	141	109
IPR002852	Uncharacterised protein family UPF0251	0	0	0	0	7	1	6	9	9	7	10	15	26	19	11	0	9	34	28	33	15	24	56
IPR002855	Probable pantothenate synthetase/4-phosphopantoate--beta-alanine ligase	0	0	0	0	1	0	0	3	2	0	4	2	0	5	74	69	87	26	39	30	3	10	14
IPR002857	Zinc finger, CXXC-type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR002859	PKD/REJ-like domain	0	0	0	0	1	0	5	7	2	1	2	1	3	2	14	19	20	344	329	304	1	8	36
IPR002860	BNR repeat	305	237	391	248	39	53	230	70	12	14	22	28	21	13	66	75	65	32	31	30	0	2	2
IPR002861	Reeler domain	0	0	0	0	1	2	6	5	1	2	1	0	2	0	0	0	4	0	2	2	0	0	1
IPR002864	Acyl-ACP thioesterase	61	81	159	104	83	86	325	104	126	122	122	210	177	185	214	215	173	668	638	655	154	323	507
IPR002867	IBR domain	0	0	0	0	0	0	1	4	1	1	0	2	0	1	1	4	2	10	13	10	1	5	15
IPR002870	Peptidase M12B, propeptide	0	0	0	0	4	1	15	5	2	3	2	4	2	0	2	1	2	0	1	1	0	0	2
IPR002871	NIF system FeS cluster assembly, NifU, N-terminal	1109	981	1628	915	144	150	666	231	518	560	487	705	661	696	2041	2050	2063	2969	2959	3038	684	1167	1924
IPR002872	Proline dehydrogenase domain	1882	1886	3234	1590	201	170	754	263	630	614	589	754	800	747	2110	2099	2041	3926	3971	3844	330	422	972
IPR002876	Transcriptional regulator TACO1-like	1683	1462	2741	1610	340	395	1663	597	1159	1044	1181	1441	1497	1444	3703	3640	3444	5990	5905	5676	1434	2394	4207
IPR002877	Ribosomal RNA methyltransferase FtsJ domain	522	496	995	597	127	166	649	221	490	475	448	581	538	515	1381	1246	1336	3069	3056	2912	249	388	812
IPR002878	Domain of unknown function DUF35, OB-fold, C-terminal	0	0	0	0	173	232	1154	211	297	292	322	494	453	426	429	468	455	750	685	671	468	852	953
IPR002880	Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal	2337	1688	3162	1577	511	579	2672	751	1588	1663	1589	2713	2692	2665	5378	5372	5391	5264	5445	5111	3096	5684	6650
IPR002881	Domain of unknown function DUF58	520	492	913	470	314	342	1760	493	1072	1021	1034	1369	1303	1359	1773	1771	1702	2604	2531	2493	1326	2588	2911
IPR002882	LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052	5	8	16	0	185	264	1213	331	378	347	354	747	817	802	675	658	597	525	472	458	455	1195	1234
IPR002883	CBM10/dockerin domain	0	0	0	0	0	1	1	0	2	2	4	1	0	1	0	0	1	1	1	5	0	0	0
IPR002884	Proprotein convertase, P	0	0	0	0	97	60	326	144	393	355	387	283	309	267	550	562	550	613	568	580	218	336	530
IPR002885	Pentatricopeptide repeat	35	29	54	13	14	15	82	49	89	104	101	91	96	113	150	148	153	173	199	180	181	412	580
IPR002888	[2Fe-2S]-binding	358	529	924	549	341	401	1848	467	1492	1487	1494	2062	1969	2019	1966	1951	1985	6325	6163	6163	2256	3951	5174
IPR002889	Carbohydrate-binding WSC	0	0	0	0	1	0	4	1	2	7	1	4	3	3	8	11	10	7	6	7	0	3	7
IPR002890	Alpha-2-macroglobulin, N-terminal	8	16	12	0	57	62	276	95	118	99	81	174	188	192	143	169	145	338	302	323	50	152	119
IPR002891	Adenylyl-sulfate kinase	87	68	112	69	6	9	41	9	0	1	1	1	0	1	4	8	3	7	7	2	0	0	0
IPR002893	Zinc finger, MYND-type	0	0	0	0	1	2	1	4	2	1	2	2	4	0	9	11	11	99	75	83	0	12	52
IPR002895	Paramecium surface antigen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
IPR002898	MotA/TolQ/ExbB proton channel	2925	2616	5158	2693	310	255	1267	448	1541	1492	1421	1306	1368	1378	5664	5635	5559	9636	9462	9335	1623	2050	4381
IPR002901	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain	105	182	361	267	76	96	427	159	196	175	177	172	180	131	135	132	124	805	791	783	178	293	511
IPR002902	Gnk2-homologous domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR002903	Ribosomal RNA small subunit methyltransferase H	2287	1909	3562	1856	404	466	2118	820	1579	1605	1591	2039	2074	1940	4975	4857	4856	7212	7139	7035	2479	4277	8251
IPR002904	Lysine-tRNA ligase	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002905	tRNA methyltransferase, Trm1	0	0	0	0	1	0	7	7	3	6	8	4	5	7	132	146	113	117	95	94	8	19	45
IPR002906	Ribosomal protein S27a	0	0	0	0	0	0	1	4	0	0	0	1	1	0	3	3	7	17	13	13	0	3	24
IPR002908	Frataxin/CyaY	0	0	0	0	17	18	94	23	71	76	76	42	54	58	106	113	104	908	855	867	69	88	315
IPR002909	IPT domain	581	407	747	415	78	79	404	203	244	238	225	295	286	224	1055	1066	1044	1118	1082	1081	109	269	409
IPR002912	ACT domain	3389	3093	5714	3178	357	461	2168	544	795	780	748	1282	1301	1222	3401	3323	3267	5414	5355	5193	733	1240	1895
IPR002913	START domain	0	0	0	0	1	1	3	10	1	3	4	1	0	1	3	3	6	17	19	19	0	0	0
IPR002914	Pollen allergen Poa p IX/Phl p VI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	9	25	13	8	0	0	0
IPR002915	DeoC/FbaB/ lacD aldolase	1124	950	1795	1035	204	201	980	335	555	513	448	490	449	416	1119	1090	1119	1071	1123	1017	96	187	295
IPR002918	Lipase EstA/Esterase EstB	3	4	5	0	26	31	172	43	23	15	27	19	25	20	36	48	58	77	83	85	32	99	105
IPR002919	Trypsin Inhibitor-like, cysteine rich domain	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	2	3	2	3
IPR002921	Fungal lipase-like domain	68	83	165	106	40	18	146	44	79	94	98	129	131	110	369	402	326	696	715	659	94	155	362
IPR002922	Thiazole biosynthetic enzyme Thi4 family	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002925	Dienelactone hydrolase	2892	2584	4574	2491	520	648	2903	780	1595	1523	1426	2123	2067	1997	4748	4657	4736	6983	6800	6533	1341	2498	3214
IPR002928	Myosin tail	0	0	0	0	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	2	0	0	4
IPR002930	Glycine cleavage system H-protein	1733	1796	3569	2189	161	199	947	277	868	863	832	1071	1095	1075	2216	2143	2155	3612	3584	3531	1259	2228	3179
IPR002931	Transglutaminase-like	1163	1107	2029	1245	377	384	1894	563	1208	1153	1110	1896	1763	1726	2606	2513	2610	5646	5588	5453	1259	2324	3087
IPR002932	Glutamate synthase domain	3203	2894	5446	3067	543	672	3265	790	1934	1927	1850	3033	2979	3096	4998	5023	4963	10792	10924	10796	3947	7084	10446
IPR002933	Peptidase M20	678	689	1288	621	749	788	3917	1162	1824	1667	1647	3082	3001	2884	3480	3373	3384	7676	7254	7254	903	1647	2160
IPR002934	Polymerase, nucleotidyl transferase domain	1416	1268	2485	1541	334	436	1937	564	805	824	776	1146	1132	1091	2622	2559	2486	3124	3074	3076	851	1962	2110
IPR002935	O-methyltransferase, family 3	1552	1473	2525	1287	111	105	566	205	478	433	401	713	618	675	1766	1732	1717	1407	1476	1340	434	825	1094
IPR002937	Amine oxidase	2999	2549	4530	2311	612	687	3423	859	860	822	755	1314	1204	1215	1542	1505	1357	2545	2480	2381	885	1580	2090
IPR002938	FAD-binding domain	1942	1962	3576	1944	472	574	2675	593	1563	1568	1424	2134	1979	1911	2944	2954	2897	8111	7887	7851	1185	1693	3298
IPR002939	Chaperone DnaJ, C-terminal	2253	1983	3663	2020	297	346	1476	633	986	937	900	1305	1265	1190	2682	2560	2492	4018	4007	3881	311	544	903
IPR002941	DNA methylase N-4/N-6	3291	2541	4952	2704	863	967	4264	4733	1948	2015	1851	2558	2468	2333	3685	3636	3591	4545	4527	4291	2051	4076	7674
IPR002942	RNA-binding S4 domain	3235	2761	5016	2863	700	749	3427	1250	2280	2215	2200	2897	2931	2681	7247	7291	7046	12288	12275	12033	3023	5316	10026
IPR002951	Atrophin-like	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR002953	Filoviridae VP35 protein	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
IPR002954	Salmonella surface presentation of antigen M protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
IPR002967	Delta tubulin	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1
IPR002975	Fungal G-protein, alpha subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IPR002985	Arginine decarboxylase	0	0	0	0	52	44	229	69	100	73	68	68	74	65	218	262	231	333	387	319	15	23	57
IPR002986	Diaminopimelate decarboxylase, LysA	92	76	147	93	12	10	66	12	0	1	0	0	1	0	5	6	6	6	3	6	0	0	0
IPR002988	Protein G-related albumin-binding (GA) module	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
IPR002989	Mycobacterial pentapeptide repeat	0	0	0	0	2	1	7	7	4	5	4	9	3	19	61	54	64	16	17	10	5	6	34
IPR002993	Ornithine decarboxylase antizyme	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
IPR002994	Surfeit locus 1/Shy1	191	291	550	333	91	113	594	138	171	164	172	338	338	325	281	290	287	1259	1222	1248	198	335	540
IPR002995	Surfeit locus 4	0	0	0	0	10	0	16	11	19	25	22	16	12	11	23	26	20	95	121	119	5	14	24
IPR002999	Tudor domain	0	0	0	0	0	0	1	5	3	2	0	2	0	1	1	0	0	0	3	2	3	3	19
IPR003000	Sirtuin family	1610	1777	3268	1933	234	233	1150	384	870	825	844	1293	1119	1124	2035	2024	1935	2584	2574	2441	1016	2003	2243
IPR003004	GspF/PilC family	358	262	467	260	16	20	65	26	35	44	36	48	37	42	255	242	289	375	399	389	26	28	83
IPR003005	Amphiphysin	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR003006	Immunoglobulin/major histocompatibility complex, conserved site	0	1	0	0	1	1	9	4	2	4	4	3	7	3	7	9	9	16	22	23	8	12	15
IPR003008	Tubulin/FtsZ, GTPase domain	1620	1367	2541	1419	316	354	1809	737	1491	1529	1464	2120	2216	2171	4090	3995	4120	6627	6900	6548	3079	6324	11202
IPR003010	Carbon-nitrogen hydrolase	7210	7112	12844	7129	1211	1241	6143	1875	4429	4384	4178	5795	5655	5755	13171	12900	12544	23081	22737	22111	5006	7478	12850
IPR003012	Tetracycline transcriptional regulator, TetR	0	0	0	0	2	4	24	0	0	2	0	3	1	2	0	0	0	12	14	8	0	0	10
IPR003016	2-oxo acid dehydrogenase, lipoyl-binding site	947	984	1872	1127	200	249	1199	310	497	537	489	744	664	743	1178	1118	1052	2247	2159	2141	171	257	432
IPR003018	GAF domain	3046	2840	5263	3207	722	764	3930	1227	2068	2022	1778	2443	2296	2252	4394	4105	4031	4973	4650	4548	139	270	305
IPR003021	Rad1/Rec1/Rad17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	3	0	1	1
IPR003024	Sodium bicarbonate cotransporter	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR003029	S1 domain	4201	3886	7265	3964	859	975	4399	1821	3058	2989	2907	4783	4528	4567	10139	9974	9793	14361	14473	13778	3942	7457	11319
IPR003032	Ryanodine receptor Ryr	0	0	0	0	5	8	29	26	12	18	11	16	19	28	26	33	22	28	28	31	12	10	66
IPR003033	SCP2 sterol-binding domain	922	987	1858	1169	168	257	1064	303	491	519	501	735	696	670	1065	1048	1072	1527	1482	1509	545	1150	1214
IPR003034	SAP domain	1	0	0	0	30	26	118	75	97	114	74	92	94	96	632	648	632	1223	1166	1157	152	360	582
IPR003035	RWP-RK domain	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	5	1	1	0	2	6
IPR003038	DAD/Ost2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	2	5	3	2	3	10
IPR003043	Uroporphiryn-III C-methyltransferase, conserved site	945	1010	1783	1220	77	93	494	104	187	144	142	299	273	266	783	722	702	1515	1443	1439	149	235	446
IPR003055	Nucleoside-specific channel-forming protein, Tsx	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	120	117	96	0	0	0
IPR003059	Colicin lysis protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1
IPR003060	Pyocin S killer protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	30	30	32	0	0	1
IPR003061	Colicin E1 (microcin) immunity protein	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	7	5	0	0	0
IPR003063	Cloacin immunity protein family	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	92	116	91	0	0	5
IPR003065	Surface presentation of antigens protein SpaK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	13	0	1	20
IPR003066	Salmonella invasion protein InvJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR003068	Transcription factor COUP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR003084	Histone deacetylase	4	6	13	5	1	1	3	0	3	0	0	4	3	9	4	3	2	2	3	2	0	4	7
IPR003085	Acetoin utilization protein AcuC	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0
IPR003086	Metalloprotease inhibitor I38	3	1	5	0	4	1	19	5	5	6	9	4	13	5	2	5	7	174	182	158	0	1	17
IPR003090	Alpha-crystallin, N-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR003093	Apoptosis regulator, Bcl-2 protein, BH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IPR003094	Fructose-2,6-bisphosphatase	0	0	0	0	1	1	7	1	1	4	4	1	1	1	5	7	3	5	2	2	0	1	0
IPR003096	Smooth muscle protein/calponin	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
IPR003097	FAD-binding, type 1	193	232	460	340	20	15	137	26	49	54	61	74	66	78	73	71	68	232	196	199	14	31	59
IPR003099	Prephenate dehydrogenase	1677	1414	2612	1496	219	262	1247	329	571	573	547	1020	1002	1010	2575	2528	2515	3954	3777	3884	514	759	1177
IPR003100	PAZ domain	0	0	0	0	0	0	1	4	0	0	2	0	0	0	1	0	0	2	1	3	0	1	11
IPR003101	Coactivator CBP, KIX domain	0	0	0	0	0	0	1	2	0	0	1	1	0	0	2	2	1	0	2	1	0	2	4
IPR003103	BAG domain	0	0	0	0	3	0	7	4	0	1	2	0	3	0	24	25	31	33	26	29	0	4	7
IPR003105	SRA-YDG	0	0	0	0	1	0	6	0	1	3	0	7	5	15	11	12	12	25	14	11	7	7	11
IPR003106	Leucine zipper, homeobox-associated	0	0	0	0	0	0	0	0	0	0	0	3	1	2	7	13	14	8	6	3	1	2	5
IPR003107	HAT (Half-A-TPR) repeat	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	2	0	2	3	1	2	2	7
IPR003108	Gas2-related domain	0	0	0	0	0	0	1	1	3	0	0	0	1	1	2	3	0	2	2	2	3	3	1
IPR003109	GoLoco motif	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1
IPR003110	Phosphorylated immunoreceptor signalling ITAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IPR003111	ATP-dependent protease La (LON), substrate-binding domain	3044	2566	4695	2634	306	326	1365	524	780	765	718	1136	1166	1076	3245	3103	3104	4145	4118	3869	502	971	1289
IPR003112	Olfactomedin-like domain	0	0	0	0	1	0	1	0	4	2	1	0	0	0	0	0	0	0	0	1	5	3	12
IPR003113	Phosphatidylinositol 3-kinase adaptor-binding (PI3K ABD) domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR003114	Phox-associated domain	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	1	0	0	0	5	1
IPR003115	ParB/Sulfiredoxin	904	710	1506	911	354	376	1769	1322	1071	1130	1040	1643	1546	1520	2599	2609	2593	3664	3656	3490	1147	2208	3602
IPR003116	Raf-like Ras-binding	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
IPR003117	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	8	6	0	3	9
IPR003118	Pointed domain	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	4	0	0	0	0	4	3
IPR003119	Saposin A-type domain	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
IPR003120	Transcription factor Ste12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
IPR003121	SWIB/MDM2 domain	147	248	408	335	29	28	132	156	144	132	125	122	122	108	324	297	322	1040	1083	1048	143	204	862
IPR003122	Chemotaxis methyl-accepting receptor, ligand-binding	40	34	72	24	6	4	31	11	28	22	13	17	22	12	111	119	110	1004	928	897	12	5	142
IPR003123	VPS9 domain	0	0	0	0	0	1	0	1	0	1	1	0	1	1	7	5	1	10	11	12	1	10	18
IPR003124	WH2 domain	0	0	0	0	0	0	0	0	1	0	0	3	0	1	1	2	3	3	3	3	1	6	11
IPR003125	Domain of unknown function WSN	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	2	3	1	1	2	4
IPR003126	Zinc finger, UBR-type	0	0	0	0	0	0	1	1	0	1	0	1	0	0	2	2	1	1	0	3	0	4	10
IPR003127	SoHo domain	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
IPR003128	Villin headpiece	0	0	0	0	0	0	2	1	3	2	1	2	1	2	8	4	9	15	25	21	0	17	19
IPR003130	Dynamin GTPase effector	0	0	0	0	1	0	0	4	0	1	0	1	0	0	3	1	1	1	0	6	1	9	19
IPR003131	Potassium channel tetramerisation-type BTB domain	0	0	0	0	1	0	0	9	1	1	2	0	0	4	18	5	11	43	49	39	7	23	31
IPR003132	Protein A, Ig-binding domain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPR003134	Hs1/Cortactin	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	4
IPR003135	ATP-grasp fold, ATP-dependent carboxylate-amine ligase-type	1308	946	1983	1160	176	223	1088	338	851	913	816	964	1012	923	2815	2960	2786	5222	5270	5119	868	1279	2841
IPR003136	Cytidylate kinase	20	15	54	29	3	3	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR003137	PA domain	0	0	0	0	75	56	322	128	181	157	181	289	269	292	284	271	225	581	559	579	89	138	173
IPR003138	Picornavirus coat protein VP4	0	0	0	0	0	0	0	0	0	3	3	6	0	2	2	1	0	6	3	13	2	3	9
IPR003139	Delta-retroviral matrix protein	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
IPR003140	Phospholipase/carboxylesterase/thioesterase	767	725	1391	719	84	110	475	167	250	265	240	349	321	332	1080	1095	996	2319	2309	2199	193	341	521
IPR003142	Biotin protein ligase, C-terminal	240	170	353	159	53	39	276	80	124	117	110	150	125	160	268	287	273	571	537	571	148	252	391
IPR003143	Cytochrome cd1-nitrite reductase, C-terminal domain	1124	1398	2824	1862	159	150	706	156	533	504	469	832	771	805	456	438	465	2151	2249	2078	1004	940	2212
IPR003146	Carboxypeptidase, activation peptide	30	23	37	26	2	0	2	11	5	6	2	1	0	1	19	17	14	8	5	1	1	0	11
IPR003148	Regulator of K+ conductance, N-terminal	1185	1378	2462	1628	443	501	2244	646	1021	995	913	1658	1650	1501	2533	2498	2384	4648	4382	4387	431	701	1171
IPR003149	Iron hydrogenase, small subunit	0	0	0	0	9	6	28	11	12	18	15	19	17	21	5	3	4	26	17	13	70	73	102
IPR003150	DNA-binding RFX-type winged-helix domain	0	0	0	0	0	0	0	3	0	0	1	2	1	1	5	1	2	3	1	0	0	1	2
IPR003151	PIK-related kinase, FAT	1	0	0	0	0	0	0	4	1	2	3	0	0	0	9	9	16	19	15	16	3	8	24
IPR003152	FATC domain	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	1	10	12	4	0	5	10
IPR003153	Adaptor protein Cbl, N-terminal helical	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	1	1	0	2	3
IPR003154	S1/P1 nuclease	0	0	0	0	23	21	106	55	83	77	82	72	71	74	198	155	155	509	450	454	43	81	280
IPR003156	DHHA1 domain	1259	1062	1990	1101	175	202	924	403	526	537	498	732	749	668	1637	1602	1589	2249	2215	2273	440	896	1244
IPR003157	Acyl transferase, LuxD	0	0	0	0	2	1	7	3	3	2	5	18	19	20	287	281	271	107	96	113	5	7	5
IPR003158	Photosynthetic reaction centre, cytochrome c subunit	26	49	65	0	25	17	94	21	121	91	98	82	73	92	71	68	68	243	218	214	73	76	108
IPR003159	Polysaccharide lyase family 8, central domain	0	0	0	0	3	1	5	9	12	4	6	5	1	4	12	6	5	157	127	126	5	17	40
IPR003162	Transcription initiation factor TAFII31	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	0	0	0	0	2	1
IPR003163	Transcription regulator HTH, APSES-type DNA-binding domain	0	0	0	0	1	0	2	0	1	1	1	0	4	6	7	3	1	6	9	4	2	0	3
IPR003164	Clathrin adaptor, alpha-adaptin, appendage, C-terminal subdomain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	5	1	0	0	2
IPR003165	Piwi domain	0	0	0	0	5	3	6	9	4	10	7	3	2	3	3	7	1	32	40	22	10	35	52
IPR003168	Nitrile hydratase, beta subunit	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR003169	GYF domain	0	0	0	0	1	1	28	6	20	21	9	23	32	19	32	25	22	41	44	50	15	21	48
IPR003170	UDP-N-acetylenolpyruvoylglucosamine reductase	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPR003171	Methylenetetrahydrofolate reductase	1487	1148	2159	1232	370	407	1796	465	1104	1060	979	1456	1289	1317	2908	2856	2808	5666	5838	5706	1307	1960	3516
IPR003172	MD-2-related lipid-recognition domain	0	0	0	0	0	0	0	7	0	0	1	0	1	1	0	3	2	0	1	0	1	1	2
IPR003173	Transcriptional coactivator p15 (PC4)	0	0	0	0	2	3	11	13	10	13	9	8	13	13	27	25	37	48	32	31	7	16	63
IPR003174	Alpha trans-inducing protein (Alpha-TIF)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IPR003175	Cyclin-dependent kinase inhibitor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
IPR003176	Adenovirus DNA-binding, N-terminal	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0
IPR003177	Cytochrome c oxidase, subunit VIIa	0	0	0	0	1	1	1	0	0	2	2	0	1	1	5	7	11	10	7	8	4	3	8
IPR003178	Methyl-coenzyme M reductase, gamma subunit	1	1	1	0	1	0	0	0	4	7	5	1	4	2	0	0	1	5	4	10	4	3	14
IPR003180	Methylpurine-DNA glycosylase (MPG)	868	712	1363	561	133	183	792	229	550	547	545	825	813	869	1924	1857	1975	2213	2400	2198	985	2044	2240
IPR003183	Methyl-coenzyme M reductase, alpha subunit, N-terminal	0	0	0	0	1	0	1	0	1	2	2	4	5	3	0	0	0	3	6	8	3	7	10
IPR003184	Major secreted virus protein, 35kDa	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
IPR003185	Proteasome activator pa28, N-terminal domain	0	0	0	0	0	0	2	1	1	0	2	0	0	1	0	5	1	8	5	3	0	1	2
IPR003186	Proteasome activator pa28, C-terminal domain	0	0	0	0	1	1	1	4	0	0	0	0	1	1	0	0	3	3	0	1	1	3	7
IPR003187	Phospholipase A1	322	450	817	531	34	41	144	43	135	148	150	147	139	122	270	285	266	1622	1666	1601	181	241	678
IPR003188	Phosphotransferase system, lactose/cellobiose-specific IIA subunit	0	0	0	0	3	7	11	6	5	8	5	26	19	25	0	3	2	46	50	46	28	25	145
IPR003189	Shiga-like toxin, beta subunit	0	0	0	0	0	0	1	1	11	8	8	0	6	1	0	0	0	0	1	1	0	2	0
IPR003190	Aspartate decarboxylase	975	865	1524	879	86	114	545	160	295	242	257	370	380	365	1096	1144	1114	1667	1726	1780	698	1431	1989
IPR003191	Guanylate-binding protein, C-terminal	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	3
IPR003192	Porin, LamB type	1	0	1	0	5	4	31	20	51	50	41	23	37	21	17	24	20	1501	1514	1387	19	42	684
IPR003195	Transcription initiation factor IID, 18kDa subunit	0	0	0	0	0	0	0	4	0	0	0	0	0	3	1	1	1	4	7	4	1	2	16
IPR003196	Transcription initiation factor IIF, beta subunit	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	2	2	3	3	0	2	3
IPR003197	Cytochrome b-c1 complex subunit 7	0	0	0	0	0	0	1	2	1	0	0	0	0	0	2	3	3	3	4	1	0	2	6
